"year","country","category","Number of people","Percentage"
"1985","Egypt","Confucianism Total","0","0.0000"
"1985","Egypt","Jain Total","0","0.0000"
"1985","Egypt","Syncretic Religions Total","0","0.0000"
"1985","Egypt","Animist Religions Total","0","0.0000"
"1985","Egypt","Non. Religious Total","0","0.0000"
"1985","Egypt","Other Religions Total","302603","0.0065"
"1985","Egypt","Sum of Religion Adherents","46170397","0.9935"
"1985","Egypt","Total Population","46473000","1.0000"
"1990","Egypt","Christianity Protestants","100000","0.0019"
"1990","Egypt","Christianity Roman Catholics","200000","0.0038"
"1990","Egypt","Christianity Eastern Orthodox","5950000","0.1117"
"1990","Egypt","Christianity Anglican","2300","0.0000"
"1990","Egypt","Christianity Others","840700","0.0158"
"1990","Egypt","Christianity Total","7093000","0.1332"
"1990","Egypt","Judaism Orthodox","0","0.0000"
"1990","Egypt","Judaism Conservatives","0","0.0000"
"1990","Egypt","Judaism Reform","0","0.0000"
"1990","Egypt","Judaism Others","1200","0.0000"
"1990","Egypt","Judaism Total","1200","0.0000"
"1990","Egypt","Islam Sunni","45800000","0.8598"
"1990","Egypt","Islam Shi’a","0","0.0000"
"1990","Egypt","Islam Ibadhi","0","0.0000"
"1990","Egypt","Islam Nation of Islam","0","0.0000"
"1990","Egypt","Islam Alawite","0","0.0000"
"1990","Egypt","Islam Ahmadiyya","0","0.0000"
"1990","Egypt","Islam Other","0","0.0000"
"1990","Egypt","Islam Total","45800000","0.8598"
"1990","Egypt","Buddhism Mahayana","0","0.0000"
"1990","Egypt","Buddhism Theravada","0","0.0000"
"1990","Egypt","Buddhism Other","0","0.0000"
"1990","Egypt","Buddhism Total","0","0.0000"
"1990","Egypt","Zoroastrian Total","0","0.0000"
"1990","Egypt","Hindu Total","600","0.0000"
"1990","Egypt","Sikh Total","0","0.0000"
"1990","Egypt","Shinto Total","0","0.0000"
"1990","Egypt","Baha’i Total","5000","0.0001"
"1990","Egypt","Taoism Total","0","0.0000"
"1990","Egypt","Confucianism Total","0","0.0000"
"1990","Egypt","Jain Total","0","0.0000"
"1990","Egypt","Syncretic Religions Total","0","0.0000"
"1990","Egypt","Animist Religions Total","0","0.0000"
"1990","Egypt","Non. Religious Total","220000","0.0041"
"1990","Egypt","Other Religions Total","150200","0.0028"
"1990","Egypt","Sum of Religion Adherents","53119800","0.9972"
"1990","Egypt","Total Population","53270000","1.0000"
"1995","Egypt","Christianity Protestants","104301","0.0018"
"1995","Egypt","Christianity Roman Catholics","208603","0.0035"
"1995","Egypt","Christianity Eastern Orthodox","6205940","0.1048"
"1995","Egypt","Christianity Anglican","2398","0.0000"
"1995","Egypt","Christianity Others","876862","0.0148"
"1995","Egypt","Christianity Total","7398104","0.1249"
"1995","Egypt","Judaism Orthodox","0","0.0000"
"1995","Egypt","Judaism Conservatives","0","0.0000"
"1995","Egypt","Judaism Reform","0","0.0000"
"1995","Egypt","Judaism Others","1251","0.0000"
"1995","Egypt","Judaism Total","1251","0.0000"
"1995","Egypt","Islam Sunni","47770094","0.8066"
"1995","Egypt","Islam Shi’a","0","0.0000"
"1995","Egypt","Islam Ibadhi","0","0.0000"
"1995","Egypt","Islam Nation of Islam","0","0.0000"
"1995","Egypt","Islam Alawite","0","0.0000"
"1995","Egypt","Islam Ahmadiyya","0","0.0000"
"1995","Egypt","Islam Other","0","0.0000"
"1995","Egypt","Islam Total","47770094","0.8066"
"1995","Egypt","Buddhism Mahayana","0","0.0000"
"1995","Egypt","Buddhism Theravada","0","0.0000"
"1995","Egypt","Buddhism Other","0","0.0000"
"1995","Egypt","Buddhism Total","0","0.0000"
"1995","Egypt","Zoroastrian Total","0","0.0000"
"1995","Egypt","Hindu Total","625","0.0000"
"1995","Egypt","Sikh Total","0","0.0000"
"1995","Egypt","Shinto Total","0","0.0000"
"1995","Egypt","Baha’i Total","5215","0.0001"
"1995","Egypt","Taoism Total","0","0.0000"
"1995","Egypt","Confucianism Total","0","0.0000"
"1995","Egypt","Jain Total","0","0.0000"
"1995","Egypt","Syncretic Religions Total","0","0.0000"
"1995","Egypt","Animist Religions Total","0","0.0000"
"1995","Egypt","Non. Religious Total","229463","0.0039"
"1995","Egypt","Other Religions Total","3821248","0.0645"
"1995","Egypt","Sum of Religion Adherents","55404752","0.9355"
"1995","Egypt","Total Population","59226000","1.0000"
"2000","Egypt","Christianity Protestants","547760","0.0080"
"2000","Egypt","Christianity Roman Catholics","120000","0.0018"
"2000","Egypt","Christianity Eastern Orthodox","6847000","0.1000"
"2000","Egypt","Christianity Anglican","0","0.0000"
"2000","Egypt","Christianity Others","450000","0.0066"
"2000","Egypt","Christianity Total","7964760","0.1163"
"2000","Egypt","Judaism Orthodox","0","0.0000"
"2000","Egypt","Judaism Conservatives","0","0.0000"
"2000","Egypt","Judaism Reform","0","0.0000"
"2000","Egypt","Judaism Others","0","0.0000"
"2000","Egypt","Judaism Total","0","0.0000"
"2000","Egypt","Islam Sunni","59568900","0.8700"
"2000","Egypt","Islam Shi’a","684700","0.0100"
"2000","Egypt","Islam Ibadhi","0","0.0000"
"2000","Egypt","Islam Nation of Islam","0","0.0000"
"2000","Egypt","Islam Alawite","0","0.0000"
"2000","Egypt","Islam Ahmadiyya","0","0.0000"
"2000","Egypt","Islam Other","0","0.0000"
"2000","Egypt","Islam Total","60253600","0.8800"
"2000","Egypt","Buddhism Mahayana","0","0.0000"
"2000","Egypt","Buddhism Theravada","0","0.0000"
"2000","Egypt","Buddhism Other","0","0.0000"
"2000","Egypt","Buddhism Total","0","0.0000"
"2000","Egypt","Zoroastrian Total","0","0.0000"
"2000","Egypt","Hindu Total","0","0.0000"
"2000","Egypt","Sikh Total","0","0.0000"
"2000","Egypt","Shinto Total","0","0.0000"
"2000","Egypt","Baha’i Total","0","0.0000"
"2000","Egypt","Taoism Total","0","0.0000"
"2000","Egypt","Confucianism Total","0","0.0000"
"2000","Egypt","Jain Total","0","0.0000"
"2000","Egypt","Syncretic Religions Total","0","0.0000"
"2000","Egypt","Animist Religions Total","0","0.0000"
"2000","Egypt","Non. Religious Total","228233","0.0033"
"2000","Egypt","Other Religions Total","23407","0.0003"
"2000","Egypt","Sum of Religion Adherents","68446593","0.9997"
"2000","Egypt","Total Population","68470000","0.9999"
"2005","Egypt","Christianity Protestants","1095660","0.0150"
"2005","Egypt","Christianity Roman Catholics","100000","0.0014"
"2005","Egypt","Christianity Eastern Orthodox","7304400","0.1000"
"2005","Egypt","Christianity Anglican","0","0.0000"
"2005","Egypt","Christianity Others","365210","0.0050"
"2005","Egypt","Christianity Total","8865270","0.1214"
"2005","Egypt","Judaism Orthodox","0","0.0000"
"2005","Egypt","Judaism Conservatives","0","0.0000"
"2005","Egypt","Judaism Reform","0","0.0000"
"2005","Egypt","Judaism Others","0","0.0000"
"2005","Egypt","Judaism Total","0","0.0000"
"2005","Egypt","Islam Sunni","62817840","0.8600"
"2005","Egypt","Islam Shi’a","0","0.0000"
"2005","Egypt","Islam Ibadhi","0","0.0000"
"2005","Egypt","Islam Nation of Islam","0","0.0000"
"2005","Egypt","Islam Alawite","300000","0.0041"
"2005","Egypt","Islam Ahmadiyya","0","0.0000"
"2005","Egypt","Islam Other","0","0.0000"
"2005","Egypt","Islam Total","63117840","0.8641"
"2005","Egypt","Buddhism Mahayana","0","0.0000"
"2005","Egypt","Buddhism Theravada","0","0.0000"
"2005","Egypt","Buddhism Other","0","0.0000"
"2005","Egypt","Buddhism Total","0","0.0000"
"2005","Egypt","Zoroastrian Total","0","0.0000"
"2005","Egypt","Hindu Total","0","0.0000"
"2005","Egypt","Sikh Total","0","0.0000"
"2005","Egypt","Shinto Total","0","0.0000"
"2005","Egypt","Baha’i Total","0","0.0000"
"2005","Egypt","Taoism Total","0","0.0000"
"2005","Egypt","Confucianism Total","0","0.0000"
"2005","Egypt","Jain Total","0","0.0000"
"2005","Egypt","Syncretic Religions Total","0","0.0000"
"2005","Egypt","Animist Religions Total","0","0.0000"
"2005","Egypt","Non. Religious Total","560000","0.0077"
"2005","Egypt","Other Religions Total","500890","0.0069"
"2005","Egypt","Sum of Religion Adherents","72543110","0.9931"
"2005","Egypt","Total Population","73044000","1.0001"
"2010","Egypt","Christianity Protestants","1219163","0.0150"
"2010","Egypt","Christianity Roman Catholics","98000","0.0012"
"2010","Egypt","Christianity Eastern Orthodox","8127756","0.1000"
"2010","Egypt","Christianity Anglican","0","0.0000"
"2010","Egypt","Christianity Others","406387","0.0050"
"2010","Egypt","Christianity Total","9851306","0.1212"
"2010","Egypt","Judaism Orthodox","0","0.0000"
"2010","Egypt","Judaism Conservatives","0","0.0000"
"2010","Egypt","Judaism Reform","0","0.0000"
"2010","Egypt","Judaism Others","0","0.0000"
"2010","Egypt","Judaism Total","0","0.0000"
"2010","Egypt","Islam Sunni","69898701","0.8600"
"2010","Egypt","Islam Shi’a","0","0.0000"
"2010","Egypt","Islam Ibadhi","0","0.0000"
"2010","Egypt","Islam Nation of Islam","0","0.0000"
"2010","Egypt","Islam Alawite","350000","0.0043"
"2010","Egypt","Islam Ahmadiyya","0","0.0000"
"2010","Egypt","Islam Other","0","0.0000"
"2010","Egypt","Islam Total","70248701","0.8643"
"2010","Egypt","Buddhism Mahayana","0","0.0000"
"2010","Egypt","Buddhism Theravada","0","0.0000"
"2010","Egypt","Buddhism Other","0","0.0000"
"2010","Egypt","Buddhism Total","0","0.0000"
"2010","Egypt","Zoroastrian Total","0","0.0000"
"2010","Egypt","Hindu Total","0","0.0000"
"2010","Egypt","Sikh Total","0","0.0000"
"2010","Egypt","Shinto Total","0","0.0000"
"2010","Egypt","Baha’i Total","0","0.0000"
"2010","Egypt","Taoism Total","0","0.0000"
"2010","Egypt","Confucianism Total","0","0.0000"
"2010","Egypt","Jain Total","0","0.0000"
"2010","Egypt","Syncretic Religions Total","0","0.0000"
"2010","Egypt","Animist Religions Total","0","0.0000"
"2010","Egypt","Non. Religious Total","812776","0.0100"
"2010","Egypt","Other Religions Total","364777","0.0045"
"2010","Egypt","Sum of Religion Adherents","80912783","0.9955"
"2010","Egypt","Total Population","81277560","1.0000"
"1950","Syria","Christianity Protestants","12661","0.0036"
"1950","Syria","Christianity Roman Catholics","97050","0.0278"
"1950","Syria","Christianity Eastern Orthodox","353525","0.1012"
"1950","Syria","Christianity Anglican","0","0.0000"
"1950","Syria","Christianity Others","0","0.0000"
"1950","Syria","Christianity Total","463236","0.1325"
"1950","Syria","Judaism Orthodox","0","0.0000"
"1950","Syria","Judaism Conservatives","0","0.0000"
"1950","Syria","Judaism Reform","0","0.0000"
"1950","Syria","Judaism Others","7837","0.0022"
"1950","Syria","Judaism Total","7837","0.0022"
"1950","Syria","Islam Sunni","2508896","0.7179"
"1950","Syria","Islam Shi’a","50768","0.0145"
"1950","Syria","Islam Ibadhi","0","0.0000"
"1950","Syria","Islam Nation of Islam","0","0.0000"
"1950","Syria","Islam Alawite","387994","0.1110"
"1950","Syria","Islam Ahmadiyya","0","0.0000"
"1950","Syria","Islam Other","0","0.0000"
"1950","Syria","Islam Total","2947658","0.8434"
"1950","Syria","Buddhism Mahayana","0","0.0000"
"1950","Syria","Buddhism Theravada","0","0.0000"
"1950","Syria","Buddhism Other","0","0.0000"
"1950","Syria","Buddhism Total","0","0.0000"
"1950","Syria","Zoroastrian Total","0","0.0000"
"1950","Syria","Hindu Total","0","0.0000"
"1950","Syria","Sikh Total","0","0.0000"
"1950","Syria","Shinto Total","0","0.0000"
"1950","Syria","Baha’i Total","0","0.0000"
"1950","Syria","Taoism Total","0","0.0000"
"1950","Syria","Confucianism Total","0","0.0000"
"1950","Syria","Jain Total","0","0.0000"
"1950","Syria","Syncretic Religions Total","0","0.0000"
"1950","Syria","Animist Religions Total","0","0.0000"
"1950","Syria","Non. Religious Total","0","0.0000"
"1950","Syria","Other Religions Total","76269","0.0218"
"1950","Syria","Sum of Religion Adherents","3418731","0.9782"
"1950","Syria","Total Population","3495000","0.9999"
"1955","Syria","Christianity Protestants","15683","0.0040"
"1955","Syria","Christianity Roman Catholics","0","0.0000"
"1955","Syria","Christianity Eastern Orthodox","371558","0.0937"
"1955","Syria","Christianity Anglican","0","0.0000"
"1955","Syria","Christianity Others","0","0.0000"
"1955","Syria","Christianity Total","387241","0.0976"
"1955","Syria","Judaism Orthodox","0","0.0000"
"1955","Syria","Judaism Conservatives","0","0.0000"
"1955","Syria","Judaism Reform","0","0.0000"
"1955","Syria","Judaism Others","17000","0.0043"
"1955","Syria","Judaism Total","17000","0.0043"
"1955","Syria","Islam Sunni","3036980","0.7656"
"1955","Syria","Islam Shi’a","51756","0.0130"
"1955","Syria","Islam Ibadhi","0","0.0000"
"1955","Syria","Islam Nation of Islam","0","0.0000"
"1955","Syria","Islam Alawite","445582","0.1123"
"1955","Syria","Islam Ahmadiyya","0","0.0000"
"1955","Syria","Islam Other","0","0.0000"
"1955","Syria","Islam Total","3534318","0.8909"
"1955","Syria","Buddhism Mahayana","0","0.0000"
"1955","Syria","Buddhism Theravada","0","0.0000"
"1955","Syria","Buddhism Other","0","0.0000"
"1955","Syria","Buddhism Total","0","0.0000"
"1955","Syria","Zoroastrian Total","0","0.0000"
"1955","Syria","Hindu Total","0","0.0000"
"1955","Syria","Sikh Total","0","0.0000"
"1955","Syria","Shinto Total","0","0.0000"
"1955","Syria","Baha’i Total","0","0.0000"
"1955","Syria","Taoism Total","0","0.0000"
"1955","Syria","Confucianism Total","0","0.0000"
"1955","Syria","Jain Total","0","0.0000"
"1955","Syria","Syncretic Religions Total","0","0.0000"
"1955","Syria","Animist Religions Total","0","0.0000"
"1955","Syria","Non. Religious Total","0","0.0000"
"1955","Syria","Other Religions Total","28441","0.0072"
"1955","Syria","Sum of Religion Adherents","3938559","0.9928"
"1955","Syria","Total Population","3967000","1.0000"
"1960","Syria","Christianity Protestants","16346","0.0036"
"1960","Syria","Christianity Roman Catholics","80421","0.0179"
"1960","Syria","Christianity Eastern Orthodox","263748","0.0586"
"1960","Syria","Christianity Anglican","0","0.0000"
"1960","Syria","Christianity Others","0","0.0000"
"1960","Syria","Christianity Total","360515","0.0801"
"1960","Syria","Judaism Orthodox","0","0.0000"
"1960","Syria","Judaism Conservatives","0","0.0000"
"1960","Syria","Judaism Reform","0","0.0000"
"1960","Syria","Judaism Others","11750","0.0026"
"1960","Syria","Judaism Total","11750","0.0026"
"1960","Syria","Islam Sunni","3556796","0.7904"
"1960","Syria","Islam Shi’a","47045","0.0105"
"1960","Syria","Islam Ibadhi","0","0.0000"
"1960","Syria","Islam Nation of Islam","0","0.0000"
"1960","Syria","Islam Alawite","521848","0.1160"
"1960","Syria","Islam Ahmadiyya","0","0.0000"
"1960","Syria","Islam Other","0","0.0000"
"1960","Syria","Islam Total","4125689","0.9168"
"1960","Syria","Buddhism Mahayana","0","0.0000"
"1960","Syria","Buddhism Theravada","0","0.0000"
"1960","Syria","Buddhism Other","0","0.0000"
"1960","Syria","Buddhism Total","0","0.0000"
"1960","Syria","Zoroastrian Total","0","0.0000"
"1960","Syria","Hindu Total","0","0.0000"
"1960","Syria","Sikh Total","0","0.0000"
"1960","Syria","Shinto Total","0","0.0000"
"1960","Syria","Baha’i Total","0","0.0000"
"1960","Syria","Taoism Total","0","0.0000"
"1960","Syria","Confucianism Total","0","0.0000"
"1960","Syria","Jain Total","0","0.0000"
"1960","Syria","Syncretic Religions Total","0","0.0000"
"1960","Syria","Animist Religions Total","0","0.0000"
"1960","Syria","Non. Religious Total","0","0.0000"
"1960","Syria","Other Religions Total","2046","0.0005"
"1960","Syria","Sum of Religion Adherents","4497954","0.9995"
"1960","Syria","Total Population","4500000","1.0000"
"1965","Syria","Christianity Protestants","17010","0.0032"
"1965","Syria","Christianity Roman Catholics","160842","0.0302"
"1965","Syria","Christianity Eastern Orthodox","155939","0.0293"
"1965","Syria","Christianity Anglican","0","0.0000"
"1965","Syria","Christianity Others","0","0.0000"
"1965","Syria","Christianity Total","333791","0.0627"
"1965","Syria","Judaism Orthodox","0","0.0000"
"1965","Syria","Judaism Conservatives","0","0.0000"
"1965","Syria","Judaism Reform","0","0.0000"
"1965","Syria","Judaism Others","6500","0.0012"
"1965","Syria","Judaism Total","6500","0.0012"
"1965","Syria","Islam Sunni","4076612","0.7656"
"1965","Syria","Islam Shi’a","42333","0.0079"
"1965","Syria","Islam Ibadhi","0","0.0000"
"1965","Syria","Islam Nation of Islam","0","0.0000"
"1965","Syria","Islam Alawite","598115","0.1123"
"1965","Syria","Islam Ahmadiyya","0","0.0000"
"1965","Syria","Islam Other","0","0.0000"
"1965","Syria","Islam Total","4717060","0.8858"
"1965","Syria","Buddhism Mahayana","0","0.0000"
"1965","Syria","Buddhism Theravada","0","0.0000"
"1965","Syria","Buddhism Other","0","0.0000"
"1965","Syria","Buddhism Total","0","0.0000"
"1965","Syria","Zoroastrian Total","0","0.0000"
"1965","Syria","Hindu Total","0","0.0000"
"1965","Syria","Sikh Total","0","0.0000"
"1965","Syria","Shinto Total","0","0.0000"
"1965","Syria","Baha’i Total","0","0.0000"
"1965","Syria","Taoism Total","0","0.0000"
"1965","Syria","Confucianism Total","0","0.0000"
"1965","Syria","Jain Total","0","0.0000"
"1965","Syria","Syncretic Religions Total","0","0.0000"
"1965","Syria","Animist Religions Total","0","0.0000"
"1965","Syria","Non. Religious Total","0","0.0000"
"1965","Syria","Other Religions Total","267649","0.0503"
"1965","Syria","Sum of Religion Adherents","5057351","0.9497"
"1965","Syria","Total Population","5325000","1.0000"
"1970","Syria","Christianity Protestants","0","0.0000"
"1970","Syria","Christianity Roman Catholics","189150","0.0300"
"1970","Syria","Christianity Eastern Orthodox","378300","0.0600"
"1970","Syria","Christianity Anglican","0","0.0000"
"1970","Syria","Christianity Others","63050","0.0100"
"1970","Syria","Christianity Total","630500","0.1000"
"1970","Syria","Judaism Orthodox","0","0.0000"
"1970","Syria","Judaism Conservatives","0","0.0000"
"1970","Syria","Judaism Reform","0","0.0000"
"1970","Syria","Judaism Others","4500","0.0007"
"1970","Syria","Judaism Total","4500","0.0007"
"1970","Syria","Islam Sunni","4911000","0.7789"
"1970","Syria","Islam Shi’a","0","0.0000"
"1970","Syria","Islam Ibadhi","0","0.0000"
"1970","Syria","Islam Nation of Islam","0","0.0000"
"1970","Syria","Islam Alawite","700450","0.1111"
"1970","Syria","Islam Ahmadiyya","0","0.0000"
"1970","Syria","Islam Other","0","0.0000"
"1970","Syria","Islam Total","5611450","0.8900"
"1970","Syria","Buddhism Mahayana","0","0.0000"
"1970","Syria","Buddhism Theravada","0","0.0000"
"1970","Syria","Buddhism Other","0","0.0000"
"1970","Syria","Buddhism Total","0","0.0000"
"1970","Syria","Zoroastrian Total","0","0.0000"
"1970","Syria","Hindu Total","0","0.0000"
"1970","Syria","Sikh Total","0","0.0000"
"1970","Syria","Shinto Total","0","0.0000"
"1970","Syria","Baha’i Total","0","0.0000"
"1970","Syria","Taoism Total","0","0.0000"
"1970","Syria","Confucianism Total","0","0.0000"
"1970","Syria","Jain Total","0","0.0000"
"1970","Syria","Syncretic Religions Total","0","0.0000"
"1970","Syria","Animist Religions Total","0","0.0000"
"1970","Syria","Non. Religious Total","58050","0.0092"
"1970","Syria","Other Religions Total","500","0.0001"
"1970","Syria","Sum of Religion Adherents","6304500","0.9999"
"1970","Syria","Total Population","6305000","1.0000"
"1975","Syria","Christianity Protestants","14509","0.0020"
